name,category,sold,sales_inc_tax,discount,sales_exc_tax,cost_inc_tax,gross_profit,markup,year
sambuca(double),spirits,2,9.14,0.0,9.6,0.0,9.6,0.0,2023
smirnoff(double),spirits,64,274.29,0.0,288.0,0.0,288.0,0.0,2023
whiskey(double),spirits,13,55.71,0.0,58.5,0.0,58.5,0.0,2023
tofu katsu small plate(-),vegan,147,905.47,4.76,950.74,0.0,950.74,0.0,2023
miso aubergine small plate(-),vegan,112,669.85,2.15,669.85,0.0,669.85,0.0,2023
pumpkin katsu small plate(-),vegan,85,548.83,3.67,548.83,0.0,548.83,0.0,2023
tofu curry(-),vegan,267,2521.65,14.85,2521.65,0.0,2521.65,0.0,2023
veg okonomiyaki(-),vegan,163,1103.32,37.68,1103.32,0.0,1103.32,0.0,2023
pumpkin curry(-),vegan,165,1566.12,1.38,1566.12,0.0,1566.12,0.0,2023
aubergine donburi(-),vegan,114,1018.65,7.35,1018.65,0.0,1018.65,0.0,2023
14. pan fried scallops(-),traditional 1-14,343,3392.9,38.95,3562.55,0.0,3562.55,0.0,2023
39. beef teriyaki(-),donburi 29-39,1043,12961.25,91.39,13609.31,0.0,13609.31,0.0,2023
38. chili prawn firecracker rice(-),donburi 29-39,589,8776.23,217.06,9215.04,0.0,9215.04,0.0,2023
48. soup ramen(chilli beef),noodles 47-48,323,3332.52,21.55,3499.15,0.0,3499.15,0.0,2023
64. spicy lamb noodle(-),korean nood 62-65,588,8920.37,49.81,9366.39,0.0,9366.39,0.0,2023
cocktail(-),cocktails,1499,10462.16,30.84,10462.16,0.0,10462.16,0.0,2023
ginza roll(-),sushi rolls (4pc),122,867.16,4.48,910.52,0.0,910.52,0.0,2023
seared salmon roll(-),sushi rolls (4pc),150,1058.27,13.82,1111.18,0.0,1111.18,0.0,2023
smoked salmon roll(-),sushi rolls (4pc),120,903.3,11.53,948.47,0.0,948.47,0.0,2023
duck sushi roll(-),sushi rolls (4pc),167,1263.79,9.02,1326.98,0.0,1326.98,0.0,2023
nigiri (3pc)(beef),sushi,5,26.19,0.0,27.5,0.0,27.5,0.0,2023
nigiri (3pc)(eel),sushi,110,611.45,20.48,642.02,0.0,642.02,0.0,2023
nigiri (3pc)(prawn tempura),sushi,69,295.71,0.0,310.5,0.0,310.5,0.0,2023
veg sushi platter(-),sushi platters,33,782.16,3.73,821.27,0.0,821.27,0.0,2023
gunkan 2pc(dynamite),sushi,12,57.14,0.0,60.0,0.0,60.0,0.0,2023
gunkan 2pc(avocado),sushi,9,34.29,0.0,36.0,0.0,36.0,0.0,2023
gunkan 2pc(spicy tuna),sushi,8,37.38,0.75,39.25,0.0,39.25,0.0,2023
tataki(salmon salsa),sushi,15,70.95,0.5,74.5,0.0,74.5,0.0,2023
sweet potato fries(-),sides,798,2632.01,29.39,2763.61,0.0,2763.61,0.0,2023
mochi(-),dessert,115,380.9,2.55,399.95,0.0,399.95,0.0,2023
fudge cake(-),dessert,259,1221.51,12.41,1282.59,0.0,1282.59,0.0,2023
prawn cracker(-),sides,72,186.01,3.69,195.31,0.0,195.31,0.0,2023
lucky buddha(-),bottled beer & cider,236,1062.0,0.0,1062.0,0.0,1062.0,0.0,2023
egg fried rice(-),sides,1777,5886.1,39.09,6180.41,0.0,6180.41,0.0,2023
dips(-),sides,62,87.79,0.82,92.18,0.0,92.18,0.0,2023
dorayaki(-),dessert,178,586.45,7.23,615.77,0.0,615.77,0.0,2023
cocktaill(-),cocktails,164,1309.6,2.4,1309.6,0.0,1309.6,0.0,2023
small sake(-),white wine,191,476.05,1.45,476.05,0.0,476.05,0.0,2023
tap water(glass),soft drinks,2032,0.0,0.0,0.0,0.0,0.0,0.0,2023
tap water(jug),soft drinks,177,0.0,0.0,0.0,0.0,0.0,0.0,2023
chicken katsu  curry 日式咖喱鸡(-),lunch bento,335,0.0,0.0,0.0,0.0,0.0,0.0,2023
pork bulgogi 猪肉片饭(-),sides,185,0.0,0.0,0.0,0.0,0.0,0.0,2023
salmon teriyaki 照烧三文鱼(-),lunch bento,104,301.4,10.6,301.4,0.0,301.4,0.0,2023
chicken teriyaki 红烧鸡肉(-),sides,264,0.0,0.0,0.0,0.0,0.0,0.0,2023
vegetable skewer 杂菜串(-),sides,12,0.0,0.0,0.0,0.0,0.0,0.0,2023
bento vegetable tempura(-),lunch bento,130,1636.5,22.5,1636.5,0.0,1636.5,0.0,2023
bento korean fried wings(-),lunch bento,224,2809.47,31.33,2809.47,0.0,2809.47,0.0,2023
bento chicken harumaki(4pc)(-),lunch bento,178,2224.08,28.12,2224.08,0.0,2224.08,0.0,2023
bento mandu dumplings(4pc)(-),lunch bento,256,3218.34,36.06,3218.34,0.0,3218.34,0.0,2023
bento chicken katsu sushi(4pc)(-),lunch bento,115,1440.32,17.58,1440.32,0.0,1440.32,0.0,2023
seared salmon nigiri,seared salmon nigiri,3,15.0,0.0,15.0,0.0,15.0,0.0,2023
34. salmon teriaki,donburi 29-39,1156,15357.22,179.32,16125.08,0.0,16125.08,0.0,2023
65. spicy mixed seafood noodles han,korean nood 62-65,286,4023.21,37.03,4224.37,0.0,4224.37,0.0,2023
24. chicken katsu bun,buns 24-28,710,5051.36,77.07,5303.93,0.0,5303.93,0.0,2023
27.crispy duck bun,buns 24-28,1251,9433.72,106.49,9905.41,0.0,9905.41,0.0,2023
28. buns platter,buns 24-28,383,6984.91,64.54,7334.16,0.0,7334.16,0.0,2023
70. dolsot bimbimbap(beef),rice dishes 70-74,89,1142.58,1.39,1199.71,0.0,1199.71,0.0,2023
71. kimchi fried rice(pork),rice dishes 70-74,34,399.86,9.75,419.85,0.0,419.85,0.0,2023
72. bok gum bap(pork),rice dishes 70-74,19,220.19,12.9,231.2,0.0,231.2,0.0,2023
74. gimbap(beef),rice dishes 70-74,10,126.67,0.0,133.0,0.0,133.0,0.0,2023
restaurant special set,restaurant special,58,1651.62,0.0,1734.2,0.0,1734.2,0.0,2023
singha lager,draught beer,242,1256.48,1.92,1256.48,0.0,1256.48,0.0,2023
half singha(half),draught beer,30,80.92,3.08,80.92,0.0,80.92,0.0,2023
maki (6pc)(salmon),sushi,69,319.19,2.95,335.15,0.0,335.15,0.0,2023
ginza roll(4pc),sushi rolls 4pc/8pc,11,89.05,0.0,93.5,0.0,93.5,0.0,2023
ginza roll(8pc),sushi rolls 4pc/8pc,6,82.9,2.35,87.05,0.0,87.05,0.0,2023
california(4pc),sushi rolls 4pc/8pc,30,241.24,1.7,253.3,0.0,253.3,0.0,2023
california(8pc),sushi rolls 4pc/8pc,16,227.05,0.0,238.4,0.0,238.4,0.0,2023
spicy chicken katsu(4pc),sushi rolls 4pc/8pc,37,264.29,0.0,277.5,0.0,277.5,0.0,2023
spicy chicken katsu(8pc),sushi rolls 4pc/8pc,20,234.53,11.74,246.26,0.0,246.26,0.0,2023
dynamite(4pc),sushi rolls 4pc/8pc,34,305.81,1.9,321.1,0.0,321.1,0.0,2023
dynamite(8pc),sushi rolls 4pc/8pc,25,367.97,11.13,386.37,0.0,386.37,0.0,2023
salmon avocado(4pc),sushi rolls 4pc/8pc,10,90.48,0.0,95.0,0.0,95.0,0.0,2023
salmon avocado(8pc),sushi rolls 4pc/8pc,5,75.71,0.0,79.5,0.0,79.5,0.0,2023
rainbow roll(4pc),sushi rolls 4pc/8pc,4,32.38,0.0,34.0,0.0,34.0,0.0,2023
rainbow roll(8pc),sushi rolls 4pc/8pc,2,28.38,0.0,29.8,0.0,29.8,0.0,2023
seared salmon roll(4pc),sushi rolls 4pc/8pc,10,85.95,4.75,90.25,0.0,90.25,0.0,2023
seared salmon roll(8pc),sushi rolls 4pc/8pc,8,121.52,0.0,127.6,0.0,127.6,0.0,2023
smoked salmon roll(4pc),sushi rolls 4pc/8pc,12,92.63,4.74,97.26,0.0,97.26,0.0,2023
smoked salmon roll(8pc),sushi rolls 4pc/8pc,3,42.57,0.0,44.7,0.0,44.7,0.0,2023
duck roll(4pc),sushi rolls 4pc/8pc,31,248.1,2.99,260.51,0.0,260.51,0.0,2023
duck roll(8pc),sushi rolls 4pc/8pc,10,140.49,1.49,147.51,0.0,147.51,0.0,2023
ebi katsu roll(4pc),sushi rolls 4pc/8pc,27,217.01,1.64,227.86,0.0,227.86,0.0,2023
ebi katsu roll(8pc),sushi rolls 4pc/8pc,3,42.57,0.0,44.7,0.0,44.7,0.0,2023
eel dragon roll(4pc),sushi rolls 4pc/8pc,5,45.24,0.0,47.5,0.0,47.5,0.0,2023
eel dragon roll(8pc),sushi rolls 4pc/8pc,1,15.14,0.0,15.9,0.0,15.9,0.0,2023
2. lunetta vino spumante rose brut(bottle),champagne,2,36.19,0.0,38.0,0.0,38.0,0.0,2023
tea(green),tea / coffee,25,33.33,0.0,35.0,0.0,35.0,0.0,2023
tea(english),tea / coffee,2,2.67,0.0,2.8,0.0,2.8,0.0,2023
tea(peppermint),tea / coffee,5,6.67,0.0,7.0,0.0,7.0,0.0,2023
tea(jasmine green),tea / coffee,12,16.0,0.0,16.8,0.0,16.8,0.0,2023
soju(fresh),korean soju,3,28.57,0.0,30.0,0.0,30.0,0.0,2023
soju(plum),korean soju,5,47.62,0.0,50.0,0.0,50.0,0.0,2023
jinro cham yi sul(green grape🍇),korean soju,6,57.14,0.0,60.0,0.0,60.0,0.0,2023
singha lager(half),draught beer,8,21.33,0.0,22.4,0.0,22.4,0.0,2023
shirley temple,mocktails,7,33.33,0.0,35.0,0.0,35.0,0.0,2023
sunrise,mocktails,2,9.52,0.0,10.0,0.0,10.0,0.0,2023
sunrise(mango),mocktails,12,57.14,0.0,60.0,0.0,60.0,0.0,2023
sunrise(passion fruit),mocktails,10,47.62,0.0,50.0,0.0,50.0,0.0,2023
magical lagoon,mocktails,20,95.24,0.0,100.0,0.0,100.0,0.0,2023
for cherry’s “sake”,asian cocktails,13,111.43,0.0,117.0,0.0,117.0,0.0,2023
mojito(passion fruit),asian cocktails,14,106.63,0.04,111.96,0.0,111.96,0.0,2023
mojito(cherry 🍒),asian cocktails,1,7.62,0.0,8.0,0.0,8.0,0.0,2023
mojito(lychee),asian cocktails,5,38.1,0.0,40.0,0.0,40.0,0.0,2023
margarita,classic cocktails,7,53.33,0.0,56.0,0.0,56.0,0.0,2023
espresso martini,classic cocktails,11,83.81,0.0,88.0,0.0,88.0,0.0,2023
bellini(passion fruit),classic cocktails,3,22.86,0.0,24.0,0.0,24.0,0.0,2023
bellini(mango 🥭),classic cocktails,3,22.86,0.0,24.0,0.0,24.0,0.0,2023
whisky smash,classic cocktails,6,45.71,0.0,48.0,0.0,48.0,0.0,2023
passoã collins,classic cocktails,3,22.86,0.0,24.0,0.0,24.0,0.0,2023
long island iced tea,classic cocktails,8,60.89,0.07,63.93,0.0,63.93,0.0,2023
cocktail,classic cocktails,37,277.33,4.8,291.2,0.0,291.2,0.0,2023
juice(apple 🍎),soft drinks,18,41.14,0.0,43.2,0.0,43.2,0.0,2023
juice(orange 🍊),soft drinks,8,18.29,0.0,19.2,0.0,19.2,0.0,2023
juice(pineapple 🍍),soft drinks,15,34.29,0.0,36.0,0.0,36.0,0.0,2023
juice(mango 🥭),soft drinks,12,27.43,0.0,28.8,0.0,28.8,0.0,2023
juice(cranberry),soft drinks,5,11.43,0.0,12.0,0.0,12.0,0.0,2023
baby guinness,spirits & shots,11,29.33,0.0,30.8,0.0,30.8,0.0,2023
lychee liqueur,spirits & shots,4,10.67,0.0,11.2,0.0,11.2,0.0,2023
ginger ale,soft drinks,20,51.43,0.0,54.0,0.0,54.0,0.0,2023
sprite,soft drinks,5,12.86,0.0,13.5,0.0,13.5,0.0,2023
cocumber kimchi(-),custom,196,1629.97,5.71,1629.97,0.0,1629.97,0.0,2024
52.rib eye(standard),grill bbq 52-60,81,1213.32,13.91,1273.99,0.0,1273.99,0.0,2024
53.dwaeji galbi ribs(default),grill bbq 52-60,41,500.03,3.87,525.03,0.0,525.03,0.0,2024
54.beef bulgogi(standard),grill bbq 52-60,105,1274.86,15.9,1338.6,0.0,1338.6,0.0,2024
55.pork bulgogi(default),grill bbq 52-60,52,582.53,7.14,611.66,0.0,611.66,0.0,2024
56.chicken bulgogi(default),grill bbq 52-60,28,317.33,0.0,333.2,0.0,333.2,0.0,2024
57.chargrilled squid(standard),grill bbq 52-60,23,281.65,0.97,295.73,0.0,295.73,0.0,2024
"58.lettuce, garlic & chilli(standard)",grill bbq 52-60,55,182.33,1.05,191.45,0.0,191.45,0.0,2024
becks blue(standard),bottled beer & cider,43,155.62,0.0,163.4,0.0,163.4,0.0,2024
corona(standard),bottled beer & cider,7,25.33,0.0,26.6,0.0,26.6,0.0,2024
kirin ichi ban(standard),bottled beer & cider,13,55.71,0.0,58.5,0.0,58.5,0.0,2024
koppaberg(standard),bottled beer & cider,68,269.6,2.52,283.08,0.0,283.08,0.0,2024
tiger(standard),bottled beer & cider,25,107.14,0.0,112.5,0.0,112.5,0.0,2024
tsing tao(standard),bottled beer & cider,24,102.86,0.0,108.0,0.0,108.0,0.0,2024
35.chicken teriyaki bun(standard),buns 33-38,70,565.06,1.69,593.31,0.0,593.31,0.0,2024
36. beef teriyaki bun(standard),buns 33-38,77,645.61,7.41,677.89,0.0,677.89,0.0,2024
1. prosecco lunetta(20cl),champagne,15,107.14,0.0,112.5,0.0,112.5,0.0,2024
1. prosecco lunetta(bottle),champagne,8,167.62,0.0,176.0,0.0,176.0,0.0,2024
2. lunetta vino spumante rose brut(20cl),champagne,4,28.57,0.0,30.0,0.0,30.0,0.0,2024
3. taittinger brut reserve nv(standard),champagne,1,52.38,0.0,55.0,0.0,55.0,0.0,2024
asia daisy(standard),asian cocktails,55,416.35,2.83,437.17,0.0,437.17,0.0,2024
japanese slipper(standard),asian cocktails,29,220.95,0.0,232.0,0.0,232.0,0.0,2024
korean yoghurt soju(standard),asian cocktails,21,160.0,0.0,168.0,0.0,168.0,0.0,2024
mojito(standard),asian cocktails,6,45.71,0.0,48.0,0.0,48.0,0.0,2024
plum sour(standard),asian cocktails,25,190.48,0.0,200.0,0.0,200.0,0.0,2024
cheesecake(standard),dessert,22,104.76,0.0,110.0,0.0,110.0,0.0,2024
dessert(standard),dessert,2,9.52,0.0,10.0,0.0,10.0,0.0,2024
ice cream(default),dessert,18,51.14,0.3,53.7,0.0,53.7,0.0,2024
25.chicken katsu curry(standard),japan rice dis 25-32,387,5071.51,54.21,5325.09,0.0,5325.09,0.0,2024
26. prawn katsu curry(standard),japan rice dis 25-32,83,1256.86,0.0,1319.7,0.0,1319.7,0.0,2024
27.beef curry(standard),japan rice dis 25-32,72,1016.74,5.22,1067.58,0.0,1067.58,0.0,2024
28.chicken teriyaki(standard),japan rice dis 25-32,148,1949.31,10.42,2046.78,0.0,2046.78,0.0,2024
30. grilled unagi rice(default),japan rice dis 25-32,47,707.17,4.77,742.53,0.0,742.53,0.0,2024
asahi(half),draught beer,50,133.33,0.0,140.0,0.0,140.0,0.0,2024
asahi(pint),draught beer,676,3350.78,-3.12,3518.32,0.0,3518.32,0.0,2024
camden pale ale(half),draught beer,6,14.86,0.0,15.6,0.0,15.6,0.0,2024
camden pale ale(pint),draught beer,46,214.67,0.0,225.4,0.0,225.4,0.0,2024
peroni(half),draught beer,27,72.0,0.0,75.6,0.0,75.6,0.0,2024
peroni(pint),draught beer,123,609.14,0.0,639.6,0.0,639.6,0.0,2024
stella(half),draught beer,7,16.67,0.0,17.5,0.0,17.5,0.0,2024
stella(pint),draught beer,106,424.0,0.0,445.2,0.0,445.2,0.0,2024
45.kimchi ramen(standard),korean dishes 41-51,85,789.62,12.4,829.1,0.0,829.1,0.0,2024
49. kimchi set(standard),sides extras,27,228.01,0.89,239.41,0.0,239.41,0.0,2024
kimchi(standard),sides extras,121,562.8,1.96,590.94,0.0,590.94,0.0,2024
mooli kimchi(standard),sides extras,3,14.0,0.0,14.7,0.0,14.7,0.0,2024
aloe vera(standard),soft drinks,58,149.14,0.0,156.6,0.0,156.6,0.0,2024
hai tai bong bong grape juice(standard),soft drinks,40,133.33,0.0,140.0,0.0,140.0,0.0,2024
soju(standard),korean soju,3,28.57,0.0,30.0,0.0,30.0,0.0,2024
14.seafood pancake(standard),korean side 14-24,64,591.65,12.37,621.23,0.0,621.23,0.0,2024
15.kimchi pancake(standard),korean side 14-24,82,770.79,2.47,809.33,0.0,809.33,0.0,2024
16.corn cheese(standard),korean side 14-24,31,262.76,0.0,275.9,0.0,275.9,0.0,2024
17. topokki(standard),korean side 14-24,72,745.35,2.18,782.62,0.0,782.62,0.0,2024
18.mandu (5pc)(standard),korean side 14-24,189,1999.38,2.75,2099.35,0.0,2099.35,0.0,2024
19.fried chicken wings (4pc)(standard),korean side 14-24,128,1054.0,32.5,1106.7,0.0,1106.7,0.0,2024
40.yaki soba(vegatable),ramen & noodle 39-40,12,113.14,0.0,118.8,0.0,118.8,0.0,2024
40.yaki soba(chicken),ramen & noodle 39-40,119,1332.37,17.11,1398.99,0.0,1398.99,0.0,2024
40.yaki soba(beef),ramen & noodle 39-40,74,894.8,15.06,939.54,0.0,939.54,0.0,2024
40.yaki soba(seafood),ramen & noodle 39-40,33,467.58,0.74,490.96,0.0,490.96,0.0,2024
40.yaki soba(chicken katsu curry),ramen & noodle 39-40,32,422.96,0.69,444.11,0.0,444.11,0.0,2024
40. yaki udon(vegetable),ramen & noodle 39-40,4,36.77,0.99,38.61,0.0,38.61,0.0,2024
40. yaki udon(chicken),ramen & noodle 39-40,91,1021.7,10.11,1072.79,0.0,1072.79,0.0,2024
40. yaki udon(beef),ramen & noodle 39-40,51,624.11,2.58,655.32,0.0,655.32,0.0,2024
40. yaki udon(chicken katsu),ramen & noodle 39-40,40,528.87,0.69,555.31,0.0,555.31,0.0,2024
40. yaki udon(seafood),ramen & noodle 39-40,32,460.83,-7.07,483.87,0.0,483.87,0.0,2024
39.soup ramen,ramen & noodle 39-40,4,45.33,0.0,47.6,0.0,47.6,0.0,2024
39.soup ramen(pork belly),ramen & noodle 39-40,156,1746.47,22.61,1833.79,0.0,1833.79,0.0,2024
39.soup ramen(chilli beef),ramen & noodle 39-40,99,1212.6,3.87,1273.23,0.0,1273.23,0.0,2024
39.soup ramen(chicken),ramen & noodle 39-40,118,1322.89,15.17,1389.03,0.0,1389.03,0.0,2024
39.soup ramen(seafood),ramen & noodle 39-40,40,561.94,5.96,590.04,0.0,590.04,0.0,2024
39.soup udon(chicken),ramen & noodle 39-40,30,338.87,1.19,355.81,0.0,355.81,0.0,2024
39.soup udon(chilli beef),ramen & noodle 39-40,22,269.68,0.64,283.16,0.0,283.16,0.0,2024
39.soup udon(pork belly),ramen & noodle 39-40,32,358.13,4.76,376.04,0.0,376.04,0.0,2024
39.soup udon(seafood),ramen & noodle 39-40,10,141.9,0.0,149.0,0.0,149.0,0.0,2024
59. grill meat platter(standard),bbq platters 59-60,34,1324.38,0.0,1390.6,0.0,1390.6,0.0,2024
60. seafood platter(standard),bbq platters 59-60,16,677.57,22.95,711.45,0.0,711.45,0.0,2024
12. merlot valle central brisa(125ml),red wine,6,25.71,0.0,27.0,0.0,27.0,0.0,2024
12. merlot valle central brisa(175ml),red wine,10,52.38,0.0,55.0,0.0,55.0,0.0,2024
12. merlot valle central brisa(250ml),red wine,25,158.48,-3.9,166.4,0.0,166.4,0.0,2024
13. shiraz woolloomooloo(125ml),red wine,1,4.52,0.0,4.75,0.0,4.75,0.0,2024
13. shiraz woolloomooloo(175ml),red wine,5,27.38,0.0,28.75,0.0,28.75,0.0,2024
13. shiraz woolloomooloo(250ml),red wine,6,40.0,0.0,42.0,0.0,42.0,0.0,2024
13. shiraz woolloomooloo(bottle),red wine,4,70.48,0.0,74.0,0.0,74.0,0.0,2024
14. pinot noir pays d’oc igp le fou(125ml),red wine,2,10.0,0.0,10.5,0.0,10.5,0.0,2024
14. pinot noir pays d’oc igp le fou(175ml),red wine,3,17.86,0.0,18.75,0.0,18.75,0.0,2024
14. pinot noir pays d’oc igp le fou(250ml),red wine,8,59.05,0.0,62.0,0.0,62.0,0.0,2024
14. pinot noir pays d’oc igp le fou(bottle),red wine,8,160.0,0.0,168.0,0.0,168.0,0.0,2024
15. malbec la nina mendoza don cristobal(125ml),red wine,1,5.24,0.0,5.5,0.0,5.5,0.0,2024
15. malbec la nina mendoza don cristobal(175ml),red wine,6,37.14,0.0,39.0,0.0,39.0,0.0,2024
15. malbec la nina mendoza don cristobal(250ml),red wine,7,55.0,0.0,57.75,0.0,57.75,0.0,2024
15. malbec la nina mendoza don cristobal(bottle),red wine,6,125.71,0.0,132.0,0.0,132.0,0.0,2024
41.dolsot bimbimbap(chicken),korean dishes 41-51,77,945.39,0.64,992.66,0.0,992.66,0.0,2024
41.dolsot bimbimbap(pork),korean dishes 41-51,67,819.46,3.87,860.43,0.0,860.43,0.0,2024
41.dolsot bimbimbap(vegetable),korean dishes 41-51,42,436.0,0.0,457.8,0.0,457.8,0.0,2024
42.kimchi fried rice,korean dishes 41-51,1,12.29,0.0,12.9,0.0,12.9,0.0,2024
42.kimchi fried rice(chicken),korean dishes 41-51,86,1049.8,7.11,1102.29,0.0,1102.29,0.0,2024
42.kimchi fried rice(vegetable),korean dishes 41-51,38,394.48,0.0,414.2,0.0,414.2,0.0,2024
43. bok gum bap(chicken),korean dishes 41-51,37,451.94,2.76,474.54,0.0,474.54,0.0,2024
43. bok gum bap(vegetable),korean dishes 41-51,21,214.89,3.27,225.63,0.0,225.63,0.0,2024
47. squid thop bap(standard),korean dishes 41-51,51,602.0,25.8,632.1,0.0,632.1,0.0,2024
44.gimbap(chicken),korean dishes 41-51,17,207.63,1.29,218.01,0.0,218.01,0.0,2024
44.gimbap(pork),korean dishes 41-51,8,94.6,3.87,99.33,0.0,99.33,0.0,2024
44.gimbap(vegetable),korean dishes 41-51,8,83.05,0.0,87.2,0.0,87.2,0.0,2024
20.chilli beef(standard),korean side 14-24,94,881.23,5.31,925.29,0.0,925.29,0.0,2024
21. teriyaki chicken side(standard),korean side 14-24,63,522.5,12.07,548.63,0.0,548.63,0.0,2024
33. tofu katsu bun(standard),buns 33-38,33,266.33,0.85,279.65,0.0,279.65,0.0,2024
22.miso lamb(standard),korean side 14-24,34,320.1,0.49,336.11,0.0,336.11,0.0,2024
23.teriyaki salmon side(standard),korean side 14-24,41,424.58,1.09,445.81,0.0,445.81,0.0,2024
24.grilled squid(standard),korean side 14-24,46,372.38,0.0,391.0,0.0,391.0,0.0,2024
11. pinot grigio blush delle venezie igt san vigil(125ml),rose wine,7,30.0,0.0,31.5,0.0,31.5,0.0,2024
11. pinot grigio blush delle venezie igt san vigil(175ml),rose wine,15,78.57,0.0,82.5,0.0,82.5,0.0,2024
11. pinot grigio blush delle venezie igt san vigil(250ml),rose wine,8,49.52,0.0,52.0,0.0,52.0,0.0,2024
11. pinot grigio blush delle venezie igt san vigil(bottle),rose wine,7,136.67,0.0,143.5,0.0,143.5,0.0,2024
12. white zinfandel burlesque(125ml),rose wine,2,9.52,0.0,10.0,0.0,10.0,0.0,2024
12. white zinfandel burlesque(175ml),rose wine,5,28.57,0.0,30.0,0.0,30.0,0.0,2024
12. white zinfandel burlesque(250ml),rose wine,6,40.0,0.0,42.0,0.0,42.0,0.0,2024
12. white zinfandel burlesque(bottle),rose wine,10,195.24,0.0,205.0,0.0,205.0,0.0,2024
chilli fries(standard),sides extras,364,1207.12,6.52,1267.48,0.0,1267.48,0.0,2024
edamame(standard),sides extras,92,306.47,0.21,321.79,0.0,321.79,0.0,2024
miso soup(standard),sides extras,75,248.06,2.04,260.46,0.0,260.46,0.0,2024
steamed rice(standard),sides extras,120,338.34,4.74,355.26,0.0,355.26,0.0,2024
juice(standard),soft drinks,8,18.29,0.0,19.2,0.0,19.2,0.0,2024
coke(standard),soft drinks,475,1221.17,0.27,1282.23,0.0,1282.23,0.0,2024
diet coke(standard),soft drinks,422,1083.13,2.11,1137.29,0.0,1137.29,0.0,2024
fanta(standard),soft drinks,81,208.29,0.0,218.7,0.0,218.7,0.0,2024
fever tree slimline tonic(standard),soft drinks,12,30.86,0.0,32.4,0.0,32.4,0.0,2024
fever tree tonic(standard),soft drinks,20,51.43,0.0,54.0,0.0,54.0,0.0,2024
j2o(standard),soft drinks,66,150.86,0.0,158.4,0.0,158.4,0.0,2024
lemonade(standard),soft drinks,154,396.0,0.0,415.8,0.0,415.8,0.0,2024
soda water(standard),soft drinks,67,86.14,0.0,90.45,0.0,90.45,0.0,2024
still / sparkling water(330ml),soft drinks,63,108.0,0.0,113.4,0.0,113.4,0.0,2024
still / sparkling water(750ml),soft drinks,39,141.14,0.0,148.2,0.0,148.2,0.0,2024
48.yuk gae jang(standard),korean dishes 41-51,62,743.77,18.84,780.96,0.0,780.96,0.0,2024
49.kimchi stew(standard),korean dishes 41-51,58,652.8,4.76,685.44,0.0,685.44,0.0,2024
50.tofu stew(standard),korean dishes 41-51,42,508.63,7.74,534.06,0.0,534.06,0.0,2024
51. kkori gom tang(standard),korean dishes 41-51,28,340.31,3.87,357.33,0.0,357.33,0.0,2024
gordans(single),spirits & shots,8,19.05,0.0,20.0,0.0,20.0,0.0,2024
rum(single),spirits & shots,2,4.76,0.0,5.0,0.0,5.0,0.0,2024
smirnoff(single),spirits & shots,8,19.05,0.0,20.0,0.0,20.0,0.0,2024
tequila(standard),spirits & shots,4,10.67,0.0,11.2,0.0,11.2,0.0,2024
whiskey(single),spirits & shots,3,7.14,0.0,7.5,0.0,7.5,0.0,2024
maki (6pc)(bell pepper),sushi,10,37.33,0.8,39.2,0.0,39.2,0.0,2024
maki (6pc)(chicken katsu),sushi,57,242.14,2.25,254.25,0.0,254.25,0.0,2024
maki (6pc)(avocado),sushi,47,178.29,0.8,187.2,0.0,187.2,0.0,2024
maki (6pc)(cucumber),sushi,43,161.56,2.36,169.64,0.0,169.64,0.0,2024
nigiri (3pc)(inari),sushi,6,25.71,0.0,27.0,0.0,27.0,0.0,2024
nigiri (3pc)(avocado),sushi,7,30.0,0.0,31.5,0.0,31.5,0.0,2024
nigiri (3pc)(salmon),sushi,83,430.05,4.95,451.55,0.0,451.55,0.0,2024
nigiri (3pc)(tamago),sushi,6,24.86,0.9,26.1,0.0,26.1,0.0,2024
nigiri (3pc)(prawn),sushi,18,75.86,1.35,79.65,0.0,79.65,0.0,2024
salmon sashimi (4pc)(salmon),sushi,55,333.97,6.83,350.67,0.0,350.67,0.0,2024
temaki (1pc)(salmon),sushi,43,150.29,14.2,157.8,0.0,157.8,0.0,2024
temaki (1pc)(chicken katsu),sushi,11,40.0,2.0,42.0,0.0,42.0,0.0,2024
temaki (1pc)(prawn tempura),sushi,16,60.95,0.0,64.0,0.0,64.0,0.0,2024
temaki (1pc)(avocado),sushi,11,37.33,4.8,39.2,0.0,39.2,0.0,2024
nigiri platter (12pc)(standard),sushi platters,20,406.71,10.95,427.05,0.0,427.05,0.0,2024
sushi platter (30pc)(standard),sushi platters,27,1073.44,4.19,1127.11,0.0,1127.11,0.0,2024
soft shell crab 8pc(standard),sushi rolls 4pc/8pc,20,287.71,15.9,302.1,0.0,302.1,0.0,2024
cappuccino(standard),tea / coffee,17,42.1,0.0,44.2,0.0,44.2,0.0,2024
espresso(standard),tea / coffee,10,22.86,0.0,24.0,0.0,24.0,0.0,2024
latte(standard),tea / coffee,24,63.2,0.84,66.36,0.0,66.36,0.0,2024
tea(standard),tea / coffee,2,2.67,0.0,2.8,0.0,2.8,0.0,2024
01. spicy squid(standard),japanese side 1-13,167,1401.1,15.14,1471.16,0.0,1471.16,0.0,2024
02. prawn tempura(standard),japanese side 1-13,169,1579.52,14.6,1658.5,0.0,1658.5,0.0,2024
03. vegetable tempura(standard),japanese side 1-13,66,501.09,-4.74,526.14,0.0,526.14,0.0,2024
